164,6/16/15,TUESDAY,11:30,SANTA CATALINA,ABANDONED,NIRVE,FUSEE,MALE,CRUISER,GRAY,1
165,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,TAKATA,ROAD,FEMALE,ROAC,BLACK,12
166,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,TRAIL,DISPATCH,MALE,HYBRID,BLACK,21
167,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,SPECIALIZED,HARDROCK,MALE,MOUNTAIN,BLUE,21
168,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,GENESIS,GS700,MALE,ROAD,WHITE,21
169,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,FITO,CRUISER,MALE,CRUISER,BLACK,1
170,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,ROAD,ROAD,MALE,ROAD,BLACK,1
171,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,FUJI,HYBRID,FEMALE,HYBRID,RED,21
172,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,KENT,LA JOLLA,FEMALE,CRUISER,YELLOW,1
173,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,NEXT,AVALON,FEMALE,HYBRID,BLUE,7
174,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,ROAD MASTER,MT. FURY,FEMALE,MOUNTAIN,BLUE,15
175,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,PACIFIC,EVOLUTION,FEMALE,MOUNTAIN,BLUE,18
176,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,PACIFIC,EVOLUTION,FEMALE,MOUNTAIN,RED,18
177,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,PACIFIC,EVOLUTION,FEMALE,MOUNTAIN,BLACK,18
178,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,CRUISER,CRUISER,MALE,CRUISER,GRAY,1
179,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,ROAD,ROAD,MALE,ROAD,BLUE,21
180,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,ROADMASTER,GRANITE PEAK,MALE,MOUNTAIN,BLACK,18
181,6/16/15,TUESDAY,12:00,SANTA CATALINA,ABANDONED,GMC,DENALI,MALE,ROAD,BLACK,21
182,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,PACIFIC,EVOLUTION,FEMALE,MOUNTAIN,WHITE,18
183,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,NASHIKI,ROAD,FEMALE,ROAD,BLUE,1
184,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,SCHWINN,WORLD TOURIST,MALE,HYBRID,BLUE,15
185,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,THRUSTER,FRICTION,MALE,FIXIE,GRAY,1
186,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,NEXT,AVALON,FEMALE,HYBRID,PURPLE,7
187,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,KENT,FIXIE,MALE,FIXIE,BLACK,1
188,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,FIRMSTRONG,URBAN,MALE,CRUISER,BLUE,1
189,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,PACIFIC,EVOLUTION,FEMALE,MOUNTAIN,BLACK,18
190,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,HUFFY,RIVAL,MALE,ATB,GRAY,21
191,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,ELECTRA,CRUISER,FEMALE,CRUISER,GREEN,1
192,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,FIRMSTRONG,CRUISER,MALE,CRUISER,WHITE,1
193,6/16/15,TUESDAY,12:30,,ABANDONED,NEXT,PX 4.0,MALE,MOUNTAIN,BLACK,18
194,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,MOUNTAIN,MOUNTAIN,MALE,MOUNTAIN,GREEN,21
195,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,SCHWINN,RIVERSIDE,FEMALE,CRUISER,WHITE,7
196,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,R,MARINA,FEMALE,CRUISER,BLACK,1
197,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,MAGNA,ELECTROSHOCK,MALE,MOUNTAIN,BLACK,1
198,6/16/15,TUESDAY,12:30,SANTA CATALINA,ABANDONED,NAGBA,ELECTROSHOCK,MALE,MOUNTAIN,BLUE,18
199,6/17/15,WEDNESDAY,7:45,SAN RAFAEL,ABANDONED,SCHWINN,SIDEWINDE,MALE,MOUNTAIN,BLUE,24
200,6/17/15,WEDNESDAY,7:45,SAN RAFAEL,ABANDONED,CRUISER,CRUISER,FEMALE,CRUISER,GREEN,7
201,6/17/15,WEDNESDAY,7:45,SAN RAFAEL,ABANDONED,ROADMASTER,GRANITE PEAK,MALE,MOUNTAIN,GRAY,18
202,6/17/15,WEDNESDAY,7:45,SAN RAFAEL,ABANDONED,SCHWINN,DEL MAR,FEMALE,CRUISER,BLUE,1
203,6/17/15,WEDNESDAY,7:45,SAN RAFAEL,ABANDONED,FREEDOM,CRUISER,MALE,CRUISER,BLACK,1
204,6/17/15,,7:45,SAN RAFAEL,ABANDONED,ROAMASTER,GRANITE PEAK,FEMALE,MOUNTAIN,PINK,18
205,6/17/15,WEDNESDAY,7:45,SAN RAFAEL,ABANDONED,TORKER,ALPENTAL,MALE,MOUNTAIN,BLACK,21
